0,1
"-20,1","-20,1"
"-20,1","-15,1"
"-20,1","-10,1"
"-20,1","-5,1"
"-20,1","0,1"
"-20,1","5,1"
"-20,1","10,1"
"-20,1","15,1"
"-20,1","20,1"
"-15,1","-20,1"
"-15,1","-15,1"
"-15,1","-10,1"
"-15,1","-5,1"
"-15,1","0,1"
"-15,1","5,1"
"-15,1","10,1"
"-15,1","15,1"
"-15,1","20,1"
"-10,1","-20,1"
"-10,1","-15,1"
"-10,1","-10,1"
"-10,1","-5,1"
"-10,1","0,1"
"-10,1","5,1"
"-10,1","10,1"
"-10,1","15,1"
"-10,1","20,1"
"-5,1","-20,1"
"-5,1","-15,1"
"-5,1","-10,1"
"-5,1","-5,1"
"-5,1","0,1"
"-5,1","5,1"
"-5,1","10,1"
"-5,1","15,1"
"-5,1","20,1"
"0,1","-20,1"
"0,1","-15,1"
"0,1","-10,1"
"0,1","-5,1"
"0,1","0,1"
"0,1","5,1"
"0,1","10,1"
"0,1","15,1"
"0,1","20,1"
"5,1","-20,1"
"5,1","-15,1"
"5,1","-10,1"
"5,1","-5,1"
"5,1","0,1"
"5,1","5,1"
"5,1","10,1"
"5,1","15,1"
"5,1","20,1"
"10,1","-20,1"
"10,1","-15,1"
"10,1","-10,1"
"10,1","-5,1"
"10,1","0,1"
"10,1","5,1"
"10,1","10,1"
"10,1","15,1"
"10,1","20,1"
"15,1","-20,1"
"15,1","-15,1"
"15,1","-10,1"
"15,1","-5,1"
"15,1","0,1"
"15,1","5,1"
"15,1","10,1"
"15,1","15,1"
"15,1","20,1"
"20,1","-20,1"
"20,1","-15,1"
"20,1","-10,1"
"20,1","-5,1"
"20,1","0,1"
"20,1","5,1"
"20,1","10,1"
"20,1","15,1"
"20,1","20,1"
